run_time,horizon,max_depth,learning_rate,n_estimators,n_train,n_test,mae,rmse,mae_naive,edge_vs_naive_pct,direction_acc,clf_test_acc,reg_feature_importance,clf_feature_importance
2026-07-28T12:36:02.906737+00:00,2,3,0.1,150,592,105,26.17598437962075,35.02435923173518,25.885714285714286,-1.12135245990356,0.5333333333333333,0.5238095238095238,"{""ema_21"": 0.08423200249671936, ""close_lag_3"": 0.08166400343179703, ""ema_9"": 0.07799199968576431, ""ema_50"": 0.06939399987459183, ""vwap"": 0.060899000614881516, ""sma_20"": 0.04349200055003166, ""macd"": 0.0416329987347126, ""coinbase_spread"": 0.034818001091480255, ""stoch_d"": 0.03436499834060669, ""return_1"": 0.03415700048208237, ""macd_signal"": 0.030897999182343483, ""close_lag_5"": 0.028483999893069267, ""bb_upper"": 0.027876999229192734, ""close_lag_10"": 0.02768399938941002, ""regime_rsi_14"": 0.027549000456929207}","{""bb_mid"": 0.06870800256729126, ""regime_rsi_14"": 0.04429300129413605, ""obv"": 0.04077199846506119, ""vwap"": 0.03960200026631355, ""coinbase_spread"": 0.03953000158071518, ""ema_9"": 0.03674500063061714, ""close_lag_3"": 0.036671001464128494, ""macd_signal"": 0.036660000681877136, ""regime_close_vs_ema50"": 0.036619000136852264, ""close_lag_1"": 0.03538599982857704, ""bb_upper"": 0.03436100110411644, ""macd"": 0.034338999539613724, ""volatility_15"": 0.03390999883413315, ""sma_20"": 0.03364099934697151, ""stoch_k"": 0.03275199979543686}"
2026-07-28T12:38:42.396736+00:00,2,3,0.1,150,592,105,25.68962621115511,34.650565005204705,25.663809523809636,-0.10059569418766148,0.5333333333333333,0.5047619047619047,"{""bb_upper"": 0.07764100283384323, ""ema_50"": 0.06631399691104889, ""ema_21"": 0.06532199680805206, ""vwap"": 0.061507999897003174, ""sma_20"": 0.044273000210523605, ""macd_hist"": 0.044252000749111176, ""close_lag_3"": 0.03782400116324425, ""rsi_14"": 0.03773700073361397, ""volatility_15"": 0.03725000098347664, ""coinbase_spread"": 0.03470800071954727, ""close_lag_1"": 0.03468000143766403, ""ema_9"": 0.0342399999499321, ""return_1"": 0.03235200047492981, ""bb_lower"": 0.03194199874997139, ""macd_signal"": 0.029997000470757484}","{""vwap"": 0.04767199978232384, ""regime_rsi_14"": 0.04590899869799614, ""close_lag_1"": 0.04251899942755699, ""sma_20"": 0.04202700033783913, ""macd_signal"": 0.03909900039434433, ""volatility_15"": 0.03863999992609024, ""regime_close_vs_ema50"": 0.037755999714136124, ""coinbase_spread"": 0.03727800026535988, ""bb_upper"": 0.03704800084233284, ""bb_mid"": 0.03661400079727173, ""close_lag_5"": 0.03603599965572357, ""bb_lower"": 0.03507800027728081, ""macd"": 0.03443099930882454, ""obv"": 0.03295399993658066, ""close_lag_2"": 0.03256100043654442}"
2026-07-28T12:40:43.217881+00:00,2,5,0.03,400,592,105,25.927506923392123,34.95198909970861,25.772380952381077,-0.6019077992742221,0.5428571428571428,0.5428571428571428,"{""ema_50"": 0.08077500015497208, ""ema_21"": 0.06044900044798851, ""vwap"": 0.050801001489162445, ""ema_9"": 0.041767001152038574, ""close_lag_5"": 0.03941600024700165, ""bb_width"": 0.03868899866938591, ""regime_close_vs_ema50"": 0.03835200145840645, ""coinbase_spread"": 0.03765600174665451, ""return_1"": 0.036906998604536057, ""atr_14"": 0.03655799850821495, ""bb_mid"": 0.033608000725507736, ""macd"": 0.03217500075697899, ""bb_lower"": 0.03058299981057644, ""sma_20"": 0.030558999627828598, ""close_lag_3"": 0.03044000081717968}","{""regime_rsi_14"": 0.0540740005671978, ""vwap"": 0.04130899906158447, ""macd"": 0.04007900133728981, ""macd_signal"": 0.03801799938082695, ""obv"": 0.037657998502254486, ""coinbase_spread"": 0.037349000573158264, ""volatility_15"": 0.03708399832248688, ""bb_upper"": 0.036212000995874405, ""close_lag_5"": 0.03560600057244301, ""regime_close_vs_ema50"": 0.03505999967455864, ""bb_lower"": 0.034570999443531036, ""macd_hist"": 0.034047000110149384, ""stoch_k"": 0.03385299816727638, ""close_lag_3"": 0.0337349995970726, ""bb_mid"": 0.03280400112271309}"
2026-07-28T12:42:42.323097+00:00,2,3,0.1,150,592,105,24.33459806669347,33.403492049645955,25.58666666666686,4.893441636164859,0.6,0.5047619047619047,"{""ema_50"": 0.10334400087594986, ""vwap"": 0.0740559995174408, ""rsi_14"": 0.053158000111579895, ""regime_close_vs_ema50"": 0.04939499869942665, ""close_lag_3"": 0.0425960011780262, ""coinbase_spread"": 0.04250599816441536, ""ema_21"": 0.04111900180578232, ""macd"": 0.04000899940729141, ""bb_mid"": 0.0395749993622303, ""close_lag_10"": 0.03843899816274643, ""return_1"": 0.03674300014972687, ""close_lag_5"": 0.033546000719070435, ""stoch_d"": 0.03172700107097626, ""return_5"": 0.02968900091946125, ""obv"": 0.029450999572873116}","{""bb_mid"": 0.04436999931931496, ""bb_upper"": 0.04358899965882301, ""vwap"": 0.04341999813914299, ""regime_rsi_14"": 0.04287699982523918, ""sma_20"": 0.04165000095963478, ""macd_signal"": 0.04051800072193146, ""bb_lower"": 0.03952699899673462, ""coinbase_spread"": 0.03746100142598152, ""regime_close_vs_ema50"": 0.036563001573085785, ""ema_50"": 0.03470199927687645, ""atr_14"": 0.034664999693632126, ""stoch_k"": 0.03331099823117256, ""ema_21"": 0.03310500085353851, ""obv"": 0.03246799856424332, ""volatility_15"": 0.032384999096393585}"
2026-07-28T12:44:42.266422+00:00,10,5,0.03,400,577,104,43.90705654386126,56.80279349642204,53.701923076922796,18.239321744644677,0.6826923076923077,0.5769230769230769,"{""close_lag_3"": 0.06418299674987793, ""ema_21"": 0.061131998896598816, ""regime_rsi_14"": 0.05119499936699867, ""bb_mid"": 0.0463780015707016, ""regime_close_vs_ema50"": 0.04625999927520752, ""sma_20"": 0.045506998896598816, ""ema_9"": 0.044684998691082, ""close_lag_1"": 0.040504999458789825, ""obv"": 0.038624998182058334, ""close_lag_2"": 0.038148000836372375, ""volatility_15"": 0.036701999604701996, ""macd_hist"": 0.03539299964904785, ""bb_lower"": 0.03391899913549423, ""ema_50"": 0.033844999969005585, ""bb_upper"": 0.033720001578330994}","{""bb_mid"": 0.06346900016069412, ""regime_close_vs_ema50"": 0.05803399905562401, ""sma_20"": 0.05635799840092659, ""regime_rsi_14"": 0.05469200015068054, ""ema_9"": 0.051837000995874405, ""close_lag_2"": 0.04623199999332428, ""bb_upper"": 0.04557500034570694, ""ema_21"": 0.03883500024676323, ""close_lag_1"": 0.03781599923968315, ""bb_lower"": 0.036361999809741974, ""macd"": 0.03599400073289871, ""obv"": 0.034605998545885086, ""ema_50"": 0.0332150012254715, ""vwap"": 0.030612999573349953, ""atr_14"": 0.02991200052201748}"
2026-07-28T12:46:42.067509+00:00,5,3,0.1,150,586,105,47.05044065492465,57.59863279973902,45.73523809523807,-2.8756875758421403,0.5619047619047619,0.5428571428571428,"{""bb_mid"": 0.09072200208902359, ""close_lag_3"": 0.08441399782896042, ""ema_21"": 0.056887999176979065, ""close_lag_1"": 0.04862700030207634, ""coinbase_spread"": 0.04200899973511696, ""regime_rsi_14"": 0.039531998336315155, ""macd"": 0.038878001272678375, ""sma_20"": 0.038759998977184296, ""close_lag_2"": 0.038474999368190765, ""macd_hist"": 0.03735800087451935, ""obv"": 0.03657599911093712, ""stoch_d"": 0.03608899936079979, ""regime_close_vs_ema50"": 0.03361999988555908, ""rsi_14"": 0.03235999867320061, ""close_lag_10"": 0.03058299981057644}","{""regime_rsi_14"": 0.05866900086402893, ""bb_mid"": 0.04854699969291687, ""close_lag_1"": 0.0442270003259182, ""stoch_k"": 0.040557000786066055, ""bb_lower"": 0.0403669998049736, ""coinbase_spread"": 0.038279999047517776, ""macd_signal"": 0.03825100138783455, ""macd"": 0.0381149984896183, ""obv"": 0.037939999252557755, ""close_lag_10"": 0.037751998752355576, ""ema_21"": 0.037230998277664185, ""rsi_14"": 0.03615700080990791, ""sma_20"": 0.03492699936032295, ""ema_50"": 0.034869998693466187, ""volatility_15"": 0.03485599905252457}"
2026-07-28T12:48:41.787479+00:00,10,3,0.05,200,577,104,44.80950710400968,56.610423130395006,54.30384615384593,17.483732225776862,0.7307692307692307,0.6346153846153846,"{""ema_21"": 0.07568100094795227, ""close_lag_1"": 0.06897599995136261, ""close_lag_2"": 0.06520599871873856, ""ema_9"": 0.051676999777555466, ""obv"": 0.049045998603105545, ""regime_rsi_14"": 0.04901200160384178, ""regime_close_vs_ema50"": 0.04823800176382065, ""volatility_15"": 0.03681299835443497, ""macd_hist"": 0.036635998636484146, ""sma_20"": 0.03543400019407272, ""bb_lower"": 0.034487999975681305, ""ema_50"": 0.03331499919295311, ""rsi_14"": 0.03169599920511246, ""macd"": 0.03092299960553646, ""bb_upper"": 0.030625000596046448}","{""bb_mid"": 0.07665000110864639, ""close_lag_2"": 0.06540100276470184, ""sma_20"": 0.05167999863624573, ""regime_close_vs_ema50"": 0.05063600093126297, ""ema_9"": 0.05050000175833702, ""regime_rsi_14"": 0.047106001526117325, ""bb_upper"": 0.043535999953746796, ""macd"": 0.039358001202344894, ""close_lag_1"": 0.03818700090050697, ""ema_21"": 0.03574699908494949, ""volatility_15"": 0.03488599881529808, ""bb_lower"": 0.0316849984228611, ""close_lag_5"": 0.03167000040411949, ""obv"": 0.03023499995470047, ""atr_14"": 0.03002599999308586}"
2026-07-28T12:51:22.171123+00:00,10,4,0.05,300,577,104,43.394950458751524,56.85978404999421,54.90865384615363,20.96883201628271,0.7692307692307693,0.6826923076923077,"{""ema_9"": 0.06731300055980682, ""close_lag_1"": 0.05953399837017059, ""ema_21"": 0.05803000181913376, ""bb_mid"": 0.05554800108075142, ""regime_rsi_14"": 0.053939998149871826, ""regime_close_vs_ema50"": 0.05059099942445755, ""volatility_15"": 0.049001000821590424, ""macd"": 0.04398899897933006, ""obv"": 0.04157299920916557, ""close_lag_3"": 0.03888000175356865, ""atr_14"": 0.035270001739263535, ""bb_lower"": 0.034602999687194824, ""vwap"": 0.034556999802589417, ""macd_hist"": 0.03432200103998184, ""sma_20"": 0.03306800127029419}","{""ema_9"": 0.07072000205516815, ""regime_rsi_14"": 0.05903699994087219, ""bb_mid"": 0.0527539998292923, ""bb_upper"": 0.0515579991042614, ""regime_close_vs_ema50"": 0.051187001168727875, ""close_lag_2"": 0.046493999660015106, ""macd"": 0.04320000112056732, ""sma_20"": 0.04131399840116501, ""close_lag_1"": 0.039875999093055725, ""vwap"": 0.03804999962449074, ""bb_lower"": 0.036646999418735504, ""ema_21"": 0.035503000020980835, ""ema_50"": 0.035395000129938126, ""obv"": 0.03385800123214722, ""volatility_15"": 0.029326999559998512}"
2026-07-28T12:53:21.670994+00:00,10,3,0.1,150,577,104,44.23797692782598,55.25771341868422,55.03076923076906,19.61228682391116,0.7307692307692307,0.6730769230769231,"{""close_lag_1"": 0.07902900129556656, ""ema_9"": 0.0678270012140274, ""ema_21"": 0.05351699888706207, ""regime_rsi_14"": 0.05316700041294098, ""obv"": 0.05248299986124039, ""bb_lower"": 0.05068499967455864, ""volatility_15"": 0.05059099942445755, ""close_lag_3"": 0.04441500082612038, ""ema_50"": 0.04385799914598465, ""sma_20"": 0.03962400183081627, ""macd_hist"": 0.038022998720407486, ""regime_close_vs_ema50"": 0.03723699972033501, ""bb_upper"": 0.03697599843144417, ""return_15"": 0.03542400151491165, ""macd"": 0.03323899954557419}","{""bb_mid"": 0.06405399739742279, ""regime_rsi_14"": 0.055629998445510864, ""ema_9"": 0.05354499816894531, ""close_lag_1"": 0.04993800073862076, ""regime_close_vs_ema50"": 0.04442499950528145, ""close_lag_3"": 0.0405380018055439, ""close_lag_5"": 0.04026300087571144, ""bb_lower"": 0.03875400125980377, ""macd"": 0.038516998291015625, ""bb_upper"": 0.038130998611450195, ""ema_50"": 0.035057999193668365, ""sma_20"": 0.03486200049519539, ""ema_21"": 0.034797001630067825, ""volatility_15"": 0.03326699882745743, ""obv"": 0.03216199949383736}"
2026-07-28T12:55:22.397380+00:00,10,5,0.03,400,577,104,43.91664270919102,56.08559084018742,54.60288461538445,19.570837660804767,0.7307692307692307,0.6826923076923077,"{""close_lag_1"": 0.07144699990749359, ""ema_9"": 0.06526999920606613, ""close_lag_2"": 0.06248600035905838, ""regime_rsi_14"": 0.05612099915742874, ""close_lag_3"": 0.04800499975681305, ""ema_21"": 0.047269999980926514, ""bb_mid"": 0.04504799842834473, ""volatility_15"": 0.04251199960708618, ""obv"": 0.04061700031161308, ""regime_close_vs_ema50"": 0.038228001445531845, ""sma_20"": 0.03622899949550629, ""rsi_14"": 0.03381200134754181, ""vwap"": 0.0313589982688427, ""macd"": 0.031036999076604843, ""macd_hist"": 0.028723999857902527}","{""regime_close_vs_ema50"": 0.0671359971165657, ""sma_20"": 0.06191999837756157, ""ema_9"": 0.05907699838280678, ""regime_rsi_14"": 0.05636199936270714, ""close_lag_2"": 0.0561860017478466, ""bb_upper"": 0.053261999040842056, ""macd"": 0.038401998579502106, ""ema_21"": 0.03838599845767021, ""bb_lower"": 0.0363599993288517, ""close_lag_1"": 0.03614199906587601, ""vwap"": 0.033229999244213104, ""bb_mid"": 0.03273800015449524, ""close_lag_5"": 0.031780000776052475, ""obv"": 0.030100999400019646, ""ema_50"": 0.029323000460863113}"
2026-07-28T12:57:21.967149+00:00,10,3,0.05,200,577,104,41.997337934947886,54.537297177194986,53.15769230769218,20.994805997493117,0.7692307692307693,0.6634615384615384,"{""ema_9"": 0.07497499883174896, ""close_lag_2"": 0.0731550008058548, ""close_lag_1"": 0.0701809972524643, ""bb_mid"": 0.05963899940252304, ""regime_rsi_14"": 0.05266999825835228, ""obv"": 0.04303500056266785, ""sma_20"": 0.041905999183654785, ""regime_close_vs_ema50"": 0.041708000004291534, ""volatility_15"": 0.041505999863147736, ""macd"": 0.03980899974703789, ""ema_50"": 0.034699998795986176, ""bb_lower"": 0.03378999978303909, ""macd_hist"": 0.03193200007081032, ""stoch_d"": 0.030779000371694565, ""close_lag_3"": 0.02983500063419342}","{""close_lag_2"": 0.08293899893760681, ""ema_9"": 0.08134400099515915, ""bb_mid"": 0.062431998550891876, ""regime_close_vs_ema50"": 0.049564000219106674, ""regime_rsi_14"": 0.04874899983406067, ""bb_upper"": 0.04681500047445297, ""sma_20"": 0.04326099902391434, ""macd"": 0.03786199912428856, ""close_lag_3"": 0.0332689993083477, ""volatility_15"": 0.03271599858999252, ""ema_50"": 0.03163199871778488, ""obv"": 0.030124999582767487, ""ema_21"": 0.029853999614715576, ""rsi_14"": 0.02964100055396557, ""return_15"": 0.028736000880599022}"
2026-07-28T12:59:23.141476+00:00,10,5,0.03,400,577,104,43.04017542938793,56.51512208330511,52.86442307692302,18.583854841733213,0.7115384615384616,0.6730769230769231,"{""close_lag_2"": 0.1343570053577423, ""close_lag_1"": 0.06963299959897995, ""ema_9"": 0.05720899999141693, ""regime_rsi_14"": 0.051267001777887344, ""ema_21"": 0.0448479987680912, ""regime_close_vs_ema50"": 0.04426699876785278, ""volatility_15"": 0.04087499901652336, ""obv"": 0.038690000772476196, ""bb_mid"": 0.03570200130343437, ""sma_20"": 0.03300200030207634, ""vwap"": 0.032221000641584396, ""ema_50"": 0.03123999945819378, ""bb_lower"": 0.029558999463915825, ""macd"": 0.028342999517917633, ""stoch_d"": 0.025930000469088554}","{""close_lag_2"": 0.0716250017285347, ""regime_close_vs_ema50"": 0.06058799847960472, ""sma_20"": 0.05856199935078621, ""bb_mid"": 0.05748999863862991, ""regime_rsi_14"": 0.05681899935007095, ""bb_upper"": 0.050599999725818634, ""ema_9"": 0.048691000789403915, ""bb_lower"": 0.03598000109195709, ""macd"": 0.03475499898195267, ""close_lag_1"": 0.03282500058412552, ""ema_21"": 0.03268299996852875, ""vwap"": 0.03146500140428543, ""volatility_15"": 0.031127000227570534, ""rsi_14"": 0.030875999480485916, ""obv"": 0.029454000294208527}"
2026-07-28T13:01:22.779731+00:00,10,5,0.03,400,577,104,42.955319533439884,56.69216213051243,53.048076923076856,19.025680052968035,0.7307692307692307,0.6442307692307693,"{""close_lag_2"": 0.10854899883270264, ""close_lag_1"": 0.10078699886798859, ""bb_mid"": 0.0558059997856617, ""regime_rsi_14"": 0.05070799961686134, ""regime_close_vs_ema50"": 0.04988599941134453, ""ema_9"": 0.04227599874138832, ""volatility_15"": 0.037842001765966415, ""ema_21"": 0.037415001541376114, ""obv"": 0.03727100044488907, ""sma_20"": 0.03526899963617325, ""close_lag_3"": 0.03429599851369858, ""vwap"": 0.02980699948966503, ""macd"": 0.02818400040268898, ""bb_lower"": 0.026475999504327774, ""macd_signal"": 0.025801999494433403}","{""close_lag_2"": 0.0797630026936531, ""regime_close_vs_ema50"": 0.0659250020980835, ""regime_rsi_14"": 0.056974999606609344, ""ema_9"": 0.05653899908065796, ""bb_upper"": 0.055052001029253006, ""sma_20"": 0.05085799843072891, ""bb_lower"": 0.0437140017747879, ""bb_mid"": 0.040077000856399536, ""macd"": 0.039611998945474625, ""close_lag_1"": 0.03508099913597107, ""vwap"": 0.03198099881410599, ""ema_21"": 0.0318869985640049, ""volatility_15"": 0.031867001205682755, ""obv"": 0.030324000865221024, ""atr_14"": 0.02824700064957142}"
2026-07-28T13:03:22.229294+00:00,10,5,0.03,400,577,104,43.22419440860925,55.4268134898104,50.67692307692309,14.706355902865798,0.6826923076923077,0.7019230769230769,"{""close_lag_3"": 0.1001959964632988, ""close_lag_2"": 0.083747997879982, ""close_lag_1"": 0.07467400282621384, ""bb_mid"": 0.04775699973106384, ""regime_rsi_14"": 0.047401998192071915, ""regime_close_vs_ema50"": 0.04585200175642967, ""ema_21"": 0.045049998909235, ""ema_9"": 0.041854001581668854, ""sma_20"": 0.03964100033044815, ""obv"": 0.03421600162982941, ""volatility_15"": 0.033323999494314194, ""atr_14"": 0.03126100078225136, ""vwap"": 0.027550000697374344, ""bb_lower"": 0.027170000597834587, ""macd_signal"": 0.026923000812530518}","{""regime_rsi_14"": 0.06255599856376648, ""close_lag_2"": 0.06185299903154373, ""ema_9"": 0.061181001365184784, ""regime_close_vs_ema50"": 0.053210001438856125, ""sma_20"": 0.04847399890422821, ""bb_upper"": 0.04371099919080734, ""close_lag_5"": 0.042562998831272125, ""bb_mid"": 0.04169800132513046, ""bb_lower"": 0.038300998508930206, ""ema_21"": 0.03721100091934204, ""rsi_14"": 0.033128999173641205, ""macd_signal"": 0.032735999673604965, ""macd"": 0.03265500068664551, ""vwap"": 0.031481001526117325, ""obv"": 0.03127799928188324}"
2026-07-28T13:05:22.471883+00:00,5,5,0.03,400,586,105,40.905701159806426,50.223953971662496,41.96666666666673,2.528114789976897,0.580952380952381,0.47619047619047616,"{""bb_mid"": 0.07912900298833847, ""sma_20"": 0.05161900073289871, ""regime_rsi_14"": 0.0453450009226799, ""macd_hist"": 0.04285300150513649, ""obv"": 0.04184800013899803, ""ema_21"": 0.03997800126671791, ""vwap"": 0.03894700109958649, ""close_lag_10"": 0.03674200177192688, ""ema_9"": 0.03565799817442894, ""macd_signal"": 0.03415299952030182, ""close_lag_3"": 0.03327599912881851, ""volatility_15"": 0.032496001571416855, ""bb_lower"": 0.03242199867963791, ""regime_close_vs_ema50"": 0.032026998698711395, ""stoch_d"": 0.03130900114774704}","{""regime_rsi_14"": 0.06077200174331665, ""ema_21"": 0.04996100068092346, ""regime_close_vs_ema50"": 0.04879700019955635, ""bb_mid"": 0.046202998608350754, ""close_lag_10"": 0.042945001274347305, ""vwap"": 0.04166499897837639, ""obv"": 0.040793001651763916, ""macd_signal"": 0.04035300016403198, ""ema_9"": 0.03792700171470642, ""bb_upper"": 0.03611199930310249, ""macd"": 0.03501199930906296, ""coinbase_spread"": 0.03404799848794937, ""close_lag_1"": 0.03396200016140938, ""sma_20"": 0.03266200050711632, ""close_lag_2"": 0.031686000525951385}"
2026-07-28T13:08:43.886789+00:00,10,5,0.03,400,577,104,38.19364175957008,48.88069612591008,44.973076923076896,15.074430364421223,0.7115384615384616,0.6538461538461539,"{""close_lag_2"": 0.09977000206708908, ""close_lag_3"": 0.07097899913787842, ""ema_9"": 0.061941999942064285, ""regime_close_vs_ema50"": 0.054607000201940536, ""regime_rsi_14"": 0.05099400132894516, ""sma_20"": 0.0484590008854866, ""obv"": 0.03923000022768974, ""ema_21"": 0.038763999938964844, ""close_lag_1"": 0.035291001200675964, ""volatility_15"": 0.03453399986028671, ""macd_signal"": 0.03342999890446663, ""bb_mid"": 0.03149599954485893, ""bb_lower"": 0.03103500045835972, ""close_lag_5"": 0.03081599995493889, ""vwap"": 0.03027700074017048}","{""regime_rsi_14"": 0.06876999884843826, ""ema_9"": 0.06591799855232239, ""regime_close_vs_ema50"": 0.06042899936437607, ""sma_20"": 0.05639500170946121, ""bb_mid"": 0.050659000873565674, ""bb_upper"": 0.049883000552654266, ""close_lag_5"": 0.04231499880552292, ""close_lag_3"": 0.037275999784469604, ""macd_signal"": 0.03669999912381172, ""bb_lower"": 0.03596299886703491, ""macd"": 0.03587700054049492, ""vwap"": 0.033806998282670975, ""ema_21"": 0.03153200075030327, ""close_lag_10"": 0.031279999762773514, ""macd_hist"": 0.027854999527335167}"
2026-07-28T13:10:43.083063+00:00,10,3,0.1,150,577,104,38.49032396066608,48.30971796060229,45.03846153846154,14.538990352065065,0.6538461538461539,0.6538461538461539,"{""close_lag_2"": 0.1172029972076416, ""ema_50"": 0.0671830028295517, ""close_lag_5"": 0.0654980018734932, ""ema_9"": 0.053918998688459396, ""bb_mid"": 0.05270100012421608, ""regime_close_vs_ema50"": 0.04636399820446968, ""sma_20"": 0.0430000014603138, ""regime_rsi_14"": 0.041352998465299606, ""bb_upper"": 0.03977999836206436, ""stoch_d"": 0.0377269983291626, ""macd_signal"": 0.036896001547575, ""close_lag_1"": 0.03308999910950661, ""ema_21"": 0.03286999836564064, ""obv"": 0.029850000515580177, ""bb_lower"": 0.029190000146627426}","{""close_lag_2"": 0.07438600063323975, ""regime_close_vs_ema50"": 0.06231600046157837, ""close_lag_5"": 0.05751100182533264, ""macd_signal"": 0.05595099925994873, ""regime_rsi_14"": 0.0538330003619194, ""bb_upper"": 0.05203700065612793, ""ema_9"": 0.05083899945020676, ""bb_mid"": 0.04438899829983711, ""macd"": 0.03945799916982651, ""bb_lower"": 0.03579699993133545, ""close_lag_1"": 0.03568800166249275, ""sma_20"": 0.034272000193595886, ""ema_21"": 0.028001999482512474, ""volatility_15"": 0.027915000915527344, ""ema_50"": 0.02755500003695488}"
2026-07-28T13:33:54.848712+00:00,10,5,0.03,400,577,104,42.56040704565594,56.900115230294,49.919230769231035,14.741460575772509,0.7019230769230769,0.6057692307692307,"{""close_lag_1"": 0.11816000193357468, ""ema_9"": 0.09064999967813492, ""sma_20"": 0.05085600167512894, ""ema_21"": 0.05073999986052513, ""regime_close_vs_ema50"": 0.04975700005888939, ""close_lag_3"": 0.04720500111579895, ""regime_rsi_14"": 0.041808001697063446, ""bb_upper"": 0.040394000709056854, ""volatility_15"": 0.03455299884080887, ""close_lag_5"": 0.03263099864125252, ""bb_lower"": 0.03178400173783302, ""vwap"": 0.030358999967575073, ""atr_14"": 0.03010600060224533, ""macd_signal"": 0.02931099943816662, ""ema_50"": 0.028776999562978745}","{""ema_9"": 0.07659099996089935, ""close_lag_2"": 0.056832000613212585, ""regime_rsi_14"": 0.05650800094008446, ""close_lag_1"": 0.050797998905181885, ""sma_20"": 0.04821600019931793, ""bb_upper"": 0.04793199896812439, ""bb_mid"": 0.0433880016207695, ""regime_close_vs_ema50"": 0.04250999912619591, ""macd"": 0.04107699915766716, ""ema_21"": 0.037337999790906906, ""ema_50"": 0.037307001650333405, ""vwap"": 0.03445899859070778, ""bb_lower"": 0.0341389998793602, ""obv"": 0.0318479984998703, ""volatility_15"": 0.029038000851869583}"
2026-07-28T13:35:54.703739+00:00,10,5,0.03,400,577,104,41.974190263908895,56.1702816716398,50.53076923076948,16.933403344373126,0.7115384615384616,0.6346153846153846,"{""close_lag_1"": 0.11438100039958954, ""ema_9"": 0.07601200044155121, ""ema_21"": 0.05384499952197075, ""close_lag_2"": 0.05054299905896187, ""regime_close_vs_ema50"": 0.04543700069189072, ""regime_rsi_14"": 0.04165999963879585, ""sma_20"": 0.040105000138282776, ""bb_upper"": 0.036740999668836594, ""macd_signal"": 0.032150998711586, ""close_lag_5"": 0.03210899978876114, ""bb_mid"": 0.031883999705314636, ""volatility_15"": 0.031214000657200813, ""close_lag_3"": 0.030432000756263733, ""bb_lower"": 0.03037099912762642, ""close_lag_10"": 0.029565000906586647}","{""bb_mid"": 0.08681300282478333, ""ema_9"": 0.07116200029850006, ""close_lag_2"": 0.05392900109291077, ""sma_20"": 0.0539029985666275, ""regime_rsi_14"": 0.05257600173354149, ""bb_upper"": 0.04535200074315071, ""regime_close_vs_ema50"": 0.043067000806331635, ""macd"": 0.036219000816345215, ""close_lag_1"": 0.03560100123286247, ""ema_21"": 0.035270001739263535, ""ema_50"": 0.034696001559495926, ""vwap"": 0.03290899842977524, ""obv"": 0.032770998775959015, ""macd_signal"": 0.031644999980926514, ""bb_lower"": 0.028714999556541443}"
2026-07-28T13:37:54.657603+00:00,10,5,0.03,400,577,104,44.02086121176322,57.15470846380427,50.41250000000022,12.678678479022018,0.6923076923076923,0.6346153846153846,"{""close_lag_1"": 0.11721400171518326, ""ema_9"": 0.09514400362968445, ""ema_21"": 0.07312099635601044, ""regime_close_vs_ema50"": 0.051454998552799225, ""regime_rsi_14"": 0.04488600045442581, ""sma_20"": 0.037721000611782074, ""bb_upper"": 0.03669299930334091, ""volatility_15"": 0.03539400175213814, ""bb_width"": 0.03335899859666824, ""macd_signal"": 0.03302399814128876, ""vwap"": 0.03075600042939186, ""macd"": 0.02965399995446205, ""bb_mid"": 0.028793999925255775, ""bb_lower"": 0.027953000739216805, ""atr_14"": 0.026006000116467476}","{""sma_20"": 0.0662970021367073, ""ema_9"": 0.06371799856424332, ""close_lag_1"": 0.0560699999332428, ""regime_rsi_14"": 0.05390600115060806, ""bb_mid"": 0.05380500108003616, ""close_lag_2"": 0.05215999856591225, ""regime_close_vs_ema50"": 0.048650000244379044, ""bb_upper"": 0.04833900183439255, ""macd"": 0.04300500079989433, ""ema_21"": 0.041999999433755875, ""obv"": 0.03483600169420242, ""vwap"": 0.031120000407099724, ""bb_lower"": 0.03064100071787834, ""macd_signal"": 0.02956400066614151, ""rsi_14"": 0.027463000267744064}"
2026-07-28T13:39:54.929880+00:00,10,4,0.05,300,577,104,50.66623159939319,75.41619449877766,54.598076923077244,7.201435554632435,0.6346153846153846,0.6442307692307693,"{""close_lag_1"": 0.13174700736999512, ""ema_9"": 0.1313289999961853, ""ema_21"": 0.06269100308418274, ""bb_mid"": 0.05989899858832359, ""regime_rsi_14"": 0.04567699879407883, ""regime_close_vs_ema50"": 0.04387500137090683, ""macd_signal"": 0.03591600060462952, ""volatility_15"": 0.035590000450611115, ""bb_upper"": 0.03455600142478943, ""vwap"": 0.030558999627828598, ""close_lag_5"": 0.030479000881314278, ""atr_14"": 0.029644999653100967, ""bb_lower"": 0.028342999517917633, ""obv"": 0.027062999084591866, ""macd"": 0.02648399956524372}","{""ema_9"": 0.06844700127840042, ""regime_close_vs_ema50"": 0.06345199793577194, ""sma_20"": 0.06262800097465515, ""close_lag_1"": 0.05410800129175186, ""regime_rsi_14"": 0.05348299816250801, ""bb_upper"": 0.04613099992275238, ""bb_mid"": 0.0441880002617836, ""close_lag_2"": 0.04072500020265579, ""ema_21"": 0.038756001740694046, ""bb_lower"": 0.03733700141310692, ""macd"": 0.037060998380184174, ""vwap"": 0.03508500009775162, ""ema_50"": 0.03478199988603592, ""obv"": 0.03322400152683258, ""volatility_15"": 0.03047100082039833}"
